partID,dyadID,Trigram,Correct Answer,Response,Correct? (1/0),accurate?,,,,,
76,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
76,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
76,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
76,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
76,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,,0,yes,,,,,
76,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
76,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
76,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
76,#NULL!,RED : GO : CAR,STOP,race,0,yes,,,,,
76,#NULL!,MOUSE : SHARP : BLUE,CHEESE,,0,yes,,,,,
78,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
78,#NULL!,ATHLETES : WEB : RABBIT,FOOT,foot,1,yes,,,,,
78,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
78,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
78,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
78,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
78,#NULL!,STALK : TRAINER : KING,LION,lion,1,yes,,,,,
78,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
78,#NULL!,RED : GO : CAR,STOP,traffic light,0,yes,,,,,
78,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
84,#NULL!,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
84,#NULL!,ATHLETES : WEB : RABBIT,FOOT,Foot,1,yes,,,,,
84,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
84,#NULL!,MATCHES : SMOKE : BUSH,FIRE,Burn,0,yes,,,,,
84,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,Coin,0,yes,,,,,
84,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,Kitten,0,yes,Correct!,,,,
84,#NULL!,STALK : TRAINER : KING,LION,Queen,0,yes,,,,,
84,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,Party,1,yes,,,,,
84,#NULL!,RED : GO : CAR,STOP,Stop,1,yes,,,,,
84,#NULL!,MOUSE : SHARP : BLUE,CHEESE,Knife,0,yes,,,,,
90,#NULL!,QUACK : POND: WADDLE,DUCK,Duck,1,yes,,,,,
90,#NULL!,ATHLETES : WEB : RABBIT,FOOT,,0,yes,,,,,
90,#NULL!,HONEY : SWARM : STING,BEE,Bee,1,yes,,,,,
90,#NULL!,MATCHES : SMOKE : BUSH,FIRE,fire,1,yes,,,,,
90,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,wheel,0,yes,,,,,
90,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
90,#NULL!,STALK : TRAINER : KING,LION,personal,0,yes,,,,,
90,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,party,1,yes,,,,,
90,#NULL!,RED : GO : CAR,STOP,cart,0,yes,,,,,
90,#NULL!,MOUSE : SHARP : BLUE,CHEESE,cheese,1,yes,,,,,
85,#NULL!,QUACK : POND: WADDLE,DUCK,duck,1,yes,,,,,
85,#NULL!,ATHLETES : WEB : RABBIT,FOOT,fast,0,yes,,,,,
85,#NULL!,HONEY : SWARM : STING,BEE,bee,1,yes,,,,,
85,#NULL!,MATCHES : SMOKE : BUSH,FIRE,,0,yes,,,,,
85,#NULL!,CHOCOLATE : FORTUNE : TIN,COOKIE,cookie,1,yes,,,,,
85,#NULL!,CURIOSITY : NAP : WHISKERS,CAT,cat,1,yes,,,,,
85,#NULL!,STALK : TRAINER : KING,LION,,0,yes,,,,,
85,#NULL!,SURPRISE : LINE : BIRTHDAY,PARTY,happy,0,yes,,,,,
85,#NULL!,RED : GO : CAR,STOP,,0,yes,,,,,
85,#NULL!,MOUSE : SHARP : BLUE,CHEESE,trap,0,yes,,,,,
